BenzAGS2018,CO#AGS2018,NO#AGS2018,NO2AGS2018,O3#AGS2018,PM10AGS2018,PM2.5AGS2018,SO2AGS2018,Πλατεια Αγιας Σοφιας(1264),Ερμου(2378),Καρολου Ντηλ(2872),Καρολου Ντηλ(3026),Πλατεια Αγιας Σοφιας(695),Ερμου(808),Πλατεια Αγιας Σοφιας(890),Πλατεια Αγιας Σοφιας(919),Ερμου(975)
12.4,nan,nan,nan,nan,91.0,nan,nan,nan,12.0,20.25,21.333333333333332,11.333333333333334,18.25,11.5,5.0,14.5
18.21,nan,nan,nan,nan,119.0,nan,nan,9.5,14.75,15.333333333333334,15.75,10.0,22.5,11.0,8.0,nan
12.45,nan,nan,nan,nan,156.0,nan,nan,15.5,16.75,10.5,24.333333333333332,12.5,24.5,6.0,9.5,13.0
11.8,nan,nan,nan,nan,144.0,nan,nan,12.666666666666666,9.75,17.75,9.5,9.0,17.5,13.5,14.5,18.0
14.18,nan,nan,nan,nan,131.0,nan,nan,9.333333333333334,11.0,15.0,8.666666666666666,19.0,5.0,12.333333333333334,16.0,22.5
15.77,nan,nan,nan,nan,144.0,nan,nan,16.5,21.5,21.5,10.666666666666666,15.5,22.666666666666668,23.0,13.0,25.0
15.17,nan,nan,nan,nan,144.0,nan,nan,17.0,22.75,12.25,13.0,10.666666666666666,33.0,19.75,10.0,21.5
14.64,nan,nan,nan,nan,157.0,nan,nan,20.0,22.5,19.0,20.0,nan,27.0,14.0,20.5,25.333333333333332
11.85,nan,nan,nan,nan,125.0,nan,nan,15.0,27.0,23.666666666666668,25.0,22.0,33.0,20.0,12.0,27.0
9.99,nan,nan,nan,nan,92.0,nan,nan,nan,15.0,22.333333333333332,33.25,nan,37.0,34.0,nan,nan
8.95,nan,nan,nan,nan,82.0,nan,nan,nan,34.0,39.0,43.333333333333336,15.0,nan,16.0,nan,36.0
6.71,nan,nan,nan,nan,66.0,nan,nan,21.0,43.0,4.5,25.666666666666668,nan,27.5,nan,nan,21.0
5.36,nan,nan,nan,nan,58.0,nan,nan,nan,35.0,35.0,26.0,nan,nan,25.0,nan,25.0
3.91,nan,nan,nan,nan,44.0,nan,nan,21.0,19.666666666666668,227.0,24.333333333333332,19.0,23.5,25.0,30.0,24.0
6.96,nan,nan,nan,nan,47.0,nan,nan,8.0,12.75,11.666666666666666,17.0,21.0,13.666666666666666,18.0,9.0,20.0
11.92,nan,nan,nan,nan,69.0,nan,nan,17.5,11.25,10.25,19.0,13.5,23.25,13.666666666666666,11.0,15.333333333333334
11.15,nan,nan,nan,nan,95.0,nan,nan,6.5,21.666666666666668,18.333333333333332,13.666666666666666,18.5,20.333333333333332,10.666666666666666,10.5,19.75
8.67,nan,nan,nan,nan,92.0,nan,nan,13.0,12.75,16.0,17.5,10.666666666666666,17.25,11.75,13.5,16.0
8.58,nan,nan,nan,nan,90.0,nan,nan,23.666666666666668,12.5,11.333333333333334,12.5,10.5,21.75,6.0,18.0,16.666666666666668
7.25,nan,nan,nan,nan,76.0,nan,nan,14.0,18.5,17.0,18.5,12.0,26.5,14.666666666666666,11.0,23.0
4.43,nan,nan,nan,nan,47.0,nan,nan,5.0,25.0,16.0,19.0,4.333333333333333,21.75,5.0,18.0,10.333333333333334
4.53,nan,nan,nan,nan,38.0,nan,nan,14.0,20.5,15.333333333333334,14.25,10.0,22.5,17.0,nan,30.0
3.29,nan,nan,nan,nan,35.0,nan,nan,3.0,11.0,37.0,17.666666666666668,11.333333333333334,18.333333333333332,nan,nan,22.0
5.11,nan,nan,nan,nan,41.0,nan,nan,13.666666666666666,14.75,22.333333333333332,12.0,14.0,18.0,11.666666666666666,14.0,13.666666666666666
5.43,nan,nan,nan,nan,51.0,nan,nan,7.75,17.5,12.333333333333334,15.75,11.666666666666666,20.333333333333332,14.0,10.0,19.0
6.35,nan,nan,nan,nan,43.0,nan,nan,11.75,10.5,22.25,20.75,9.0,19.666666666666668,13.5,18.0,14.0
10.32,nan,nan,nan,nan,53.0,nan,nan,14.0,23.666666666666668,18.0,18.0,9.75,9.25,7.5,10.0,20.0
8.61,nan,nan,nan,nan,55.0,nan,nan,15.0,22.5,22.25,15.0,12.5,18.0,14.333333333333334,23.5,nan
10.48,nan,nan,nan,nan,55.0,nan,nan,14.5,20.5,16.0,16.0,19.0,25.333333333333332,11.0,15.5,15.0
14.55,nan,nan,nan,nan,79.0,nan,nan,nan,23.5,13.5,19.25,10.0,26.75,17.5,21.0,21.333333333333332
15.5,nan,nan,nan,nan,81.0,nan,nan,16.666666666666668,24.5,16.0,29.0,15.0,19.666666666666668,20.666666666666668,13.666666666666666,21.5
8.91,nan,nan,nan,nan,91.0,nan,nan,nan,23.75,26.5,nan,15.0,26.5,18.0,nan,28.0
6.42,nan,nan,nan,nan,56.0,nan,nan,12.5,32.666666666666664,23.25,35.0,14.0,33.0,25.0,19.0,18.666666666666668
4.48,nan,nan,nan,nan,50.0,nan,nan,22.0,31.0,nan,31.666666666666668,nan,36.0,14.0,16.0,30.0
4.69,nan,nan,nan,nan,42.0,nan,nan,nan,30.333333333333332,nan,19.0,nan,35.0,19.0,25.0,34.0
3.2,nan,nan,nan,nan,34.0,nan,nan,nan,34.0,21.0,34.0,nan,nan,nan,32.0,21.0
2.24,nan,nan,nan,nan,34.0,nan,nan,24.0,25.5,nan,38.0,15.0,nan,nan,18.0,24.0
0.93,nan,nan,nan,nan,22.0,nan,nan,nan,26.333333333333332,15.0,52.0,11.0,32.0,nan,nan,20.5
1.0,nan,nan,nan,nan,21.0,nan,nan,nan,15.333333333333334,nan,24.0,11.0,23.0,16.5,nan,nan
1.04,nan,nan,nan,nan,19.0,nan,nan,14.0,20.25,24.0,20.0,12.0,35.0,13.0,16.0,25.5
1.19,nan,nan,nan,nan,19.0,nan,nan,11.0,21.333333333333332,14.5,23.0,15.0,27.5,13.5,nan,21.666666666666668
1.37,nan,nan,nan,nan,23.0,nan,nan,10.666666666666666,22.25,12.0,16.25,9.5,22.333333333333332,10.0,nan,20.333333333333332
2.66,nan,nan,nan,nan,22.0,nan,nan,15.5,15.0,19.0,27.0,10.333333333333334,19.666666666666668,8.666666666666666,nan,19.666666666666668
3.43,nan,nan,nan,nan,22.0,nan,nan,6.0,21.0,15.0,29.666666666666668,2.0,16.5,15.5,16.5,15.0
3.39,nan,nan,nan,nan,27.0,nan,nan,10.0,21.0,21.0,19.333333333333332,10.0,16.333333333333332,nan,14.0,13.0
2.7,nan,nan,nan,nan,29.0,nan,nan,14.0,12.666666666666666,16.333333333333332,9.5,10.0,25.5,14.25,7.0,22.5
1.49,nan,nan,nan,nan,16.0,nan,nan,12.0,27.0,17.666666666666668,19.333333333333332,nan,19.0,9.0,17.0,31.0
1.11,nan,nan,nan,nan,16.0,nan,nan,8.0,23.666666666666668,21.5,10.5,17.0,25.0,11.0,nan,20.0
1.01,nan,nan,nan,nan,30.0,nan,nan,2.0,24.5,16.5,13.5,13.5,21.333333333333332,16.5,nan,18.75
0.97,nan,nan,nan,nan,29.0,nan,nan,9.0,20.5,10.666666666666666,24.0,13.5,25.25,15.0,nan,23.0
0.92,nan,nan,nan,nan,22.0,nan,nan,9.0,22.666666666666668,16.0,23.0,14.666666666666666,23.5,13.5,nan,13.666666666666666
1.2,nan,nan,nan,nan,24.0,nan,nan,21.0,25.0,22.75,19.5,14.0,nan,18.0,14.0,27.0
1.16,nan,nan,nan,nan,11.0,nan,nan,18.5,22.5,15.0,13.75,8.0,25.666666666666668,14.25,nan,23.333333333333332
1.25,nan,nan,nan,nan,10.0,nan,nan,9.0,20.0,16.333333333333332,16.0,10.666666666666666,27.75,18.25,14.0,22.666666666666668
1.98,nan,nan,nan,nan,10.0,nan,nan,23.5,25.0,18.75,7.75,15.5,26.333333333333332,14.5,nan,29.0
2.49,nan,nan,nan,nan,10.0,nan,nan,20.0,21.75,18.0,19.25,12.5,24.75,16.0,20.0,28.25
2.07,nan,nan,nan,nan,15.0,nan,nan,18.0,28.25,16.5,19.666666666666668,19.75,27.0,20.0,18.0,26.0
2.52,nan,nan,nan,nan,12.0,nan,nan,25.0,34.0,23.0,39.0,20.0,42.0,19.0,17.0,22.5
2.13,nan,nan,nan,nan,10.0,nan,nan,13.0,35.0,26.333333333333332,21.333333333333332,nan,29.5,nan,12.0,25.333333333333332
1.81,nan,nan,nan,nan,10.0,nan,nan,nan,21.5,5.0,52.666666666666664,nan,nan,12.0,nan,27.5
2.06,nan,nan,nan,nan,8.0,nan,nan,6.0,18.5,25.0,41.5,nan,nan,29.0,nan,19.0
1.98,nan,nan,nan,nan,7.0,nan,nan,nan,18.0,nan,nan,23.0,nan,nan,19.0,nan
2.39,nan,nan,nan,nan,10.0,nan,nan,20.0,24.5,nan,nan,nan,nan,nan,nan,31.0
3.06,nan,nan,nan,nan,10.0,nan,nan,4.0,32.5,nan,52.5,19.5,nan,14.0,nan,20.0
2.84,nan,nan,nan,nan,14.0,nan,nan,nan,26.666666666666668,37.0,13.0,15.5,28.0,16.0,18.0,20.5
3.53,nan,nan,nan,nan,12.0,nan,nan,nan,32.0,20.5,19.5,nan,21.0,17.0,10.0,25.0
3.96,nan,nan,nan,nan,19.0,nan,nan,24.0,22.0,nan,19.0,15.0,26.0,8.0,13.5,13.5
3.67,nan,nan,nan,nan,23.0,nan,nan,nan,27.5,42.0,29.0,8.0,29.0,18.0,nan,nan
3.83,nan,nan,nan,nan,26.0,nan,nan,22.0,24.5,22.333333333333332,22.5,16.0,12.0,14.0,15.0,19.0
3.76,nan,nan,nan,nan,28.0,nan,nan,nan,31.0,21.666666666666668,25.75,6.5,29.0,16.0,18.0,35.0
3.86,nan,nan,nan,nan,19.0,nan,nan,nan,22.0,nan,38.0,nan,30.0,25.0,18.0,27.0
3.85,nan,nan,nan,nan,13.0,nan,nan,18.0,15.0,24.5,32.0,14.0,26.0,21.0,nan,20.0
4.15,nan,nan,nan,nan,21.0,nan,nan,21.0,22.0,15.333333333333334,14.0,nan,19.75,6.5,19.0,28.5
4.28,nan,nan,nan,nan,18.0,nan,nan,16.0,20.666666666666668,17.0,12.5,nan,26.0,19.5,4.0,29.0
4.17,nan,nan,nan,nan,20.0,nan,nan,12.0,17.333333333333332,14.0,23.0,10.0,27.5,19.0,nan,28.0
4.33,nan,nan,nan,nan,24.0,nan,nan,23.0,26.333333333333332,28.5,19.5,13.0,nan,19.333333333333332,8.0,36.0
4.37,nan,nan,nan,nan,24.0,nan,nan,21.0,17.5,27.0,26.5,12.0,25.0,nan,17.333333333333332,32.0
4.18,nan,nan,nan,nan,20.0,nan,nan,nan,18.0,16.0,23.5,17.0,21.5,nan,16.0,16.0
3.77,nan,nan,nan,nan,19.0,nan,nan,23.0,16.0,16.0,28.333333333333332,nan,nan,22.0,21.0,nan
3.35,nan,nan,nan,nan,17.0,nan,nan,31.0,28.0,11.0,24.666666666666668,nan,28.0,7.0,nan,19.0
3.06,nan,nan,nan,nan,12.0,nan,nan,16.0,nan,24.5,nan,nan,33.0,nan,13.0,nan
2.71,nan,nan,nan,nan,10.0,nan,nan,22.0,nan,nan,13.5,nan,30.0,nan,nan,37.0
2.69,nan,nan,nan,nan,9.0,nan,nan,34.0,40.0,14.0,nan,nan,nan,19.0,nan,36.5
2.45,nan,nan,nan,nan,8.0,nan,nan,nan,32.0,nan,nan,nan,28.0,26.0,nan,nan
2.82,nan,nan,nan,nan,8.0,nan,nan,nan,36.0,43.0,nan,nan,31.0,nan,nan,37.0
3.71,nan,nan,nan,nan,12.0,nan,nan,21.0,18.0,21.333333333333332,20.0,nan,35.0,nan,14.0,23.0
6.47,nan,nan,nan,nan,30.0,nan,nan,8.0,12.25,18.5,19.333333333333332,12.0,30.0,11.666666666666666,nan,21.0
8.0,nan,nan,nan,nan,44.0,nan,nan,8.0,11.75,19.75,19.0,9.5,15.0,10.0,5.0,20.333333333333332
8.33,nan,nan,nan,nan,41.0,nan,nan,20.0,13.5,12.75,15.25,20.0,20.25,nan,14.0,24.5
7.49,nan,nan,nan,nan,68.0,nan,nan,17.0,16.0,21.5,15.25,11.0,19.0,11.333333333333334,16.0,20.0
5.93,nan,nan,nan,nan,59.0,nan,nan,10.666666666666666,28.0,12.666666666666666,18.0,13.5,23.5,11.5,nan,17.333333333333332
5.99,nan,nan,nan,nan,38.0,nan,nan,15.333333333333334,13.75,11.5,16.0,14.0,12.0,11.0,17.0,19.333333333333332
5.92,nan,nan,nan,nan,27.0,nan,nan,15.0,12.0,15.5,16.5,16.0,24.333333333333332,14.0,7.0,20.0
4.95,nan,nan,nan,nan,25.0,nan,nan,14.0,16.0,13.0,21.0,13.5,21.333333333333332,12.0,19.0,21.0
7.16,nan,nan,nan,nan,27.0,nan,nan,22.0,14.0,3.0,10.0,16.0,21.0,6.5,13.5,24.333333333333332
7.35,nan,nan,nan,nan,27.0,nan,nan,15.0,15.666666666666666,14.5,12.75,15.666666666666666,21.75,10.5,19.0,15.0
8.74,nan,nan,nan,nan,34.0,nan,nan,11.5,18.75,21.0,17.0,8.5,15.0,nan,7.0,16.5
7.2,nan,nan,nan,nan,53.0,nan,nan,9.0,23.5,15.25,26.0,nan,17.25,10.5,8.0,13.0
7.52,nan,nan,nan,nan,53.0,nan,nan,8.5,21.5,7.666666666666667,15.333333333333334,15.0,27.333333333333332,15.0,nan,16.0
7.73,nan,nan,nan,nan,43.0,nan,nan,7.0,17.5,21.666666666666668,29.333333333333332,8.0,21.75,18.5,9.0,nan
8.09,nan,nan,nan,nan,48.0,nan,nan,23.0,33.0,21.0,20.0,11.0,26.0,13.5,14.5,35.0
8.85,nan,nan,nan,nan,55.0,nan,nan,nan,21.333333333333332,12.666666666666666,23.5,19.5,21.0,12.0,13.5,17.0
5.9,nan,nan,nan,nan,56.0,nan,nan,16.0,31.5,20.333333333333332,30.0,19.0,18.333333333333332,1.0,24.0,28.5
7.21,nan,nan,nan,nan,43.0,nan,nan,nan,28.0,10.0,49.0,18.0,35.0,nan,nan,nan
7.78,nan,nan,nan,nan,50.0,nan,nan,nan,nan,nan,20.0,nan,nan,nan,nan,nan
7.54,nan,nan,nan,nan,56.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.38,nan,nan,nan,nan,41.0,nan,nan,nan,nan,nan,54.0,nan,28.0,nan,nan,nan
3.61,nan,nan,nan,nan,27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.33,nan,nan,nan,nan,29.0,nan,nan,15.0,30.0,nan,nan,nan,34.0,nan,nan,nan
4.57,nan,nan,nan,nan,35.0,nan,nan,nan,27.0,nan,25.333333333333332,nan,26.5,nan,nan,28.5
5.99,nan,nan,nan,nan,45.0,nan,nan,15.0,24.0,17.333333333333332,8.666666666666666,16.0,31.0,16.0,15.0,15.0
7.36,nan,nan,nan,nan,51.0,nan,nan,11.0,10.5,9.666666666666666,17.333333333333332,8.0,31.333333333333332,nan,16.0,10.0
9.12,nan,nan,nan,nan,80.0,nan,nan,12.333333333333334,14.75,23.0,14.75,12.0,16.0,10.0,16.5,9.0
8.06,nan,nan,nan,nan,106.0,nan,nan,16.0,15.0,15.25,14.75,13.75,24.75,9.75,16.333333333333332,17.5
7.84,nan,nan,nan,nan,54.0,nan,nan,14.0,20.666666666666668,16.75,18.75,14.0,22.25,4.0,11.0,14.666666666666666
6.94,nan,nan,nan,nan,51.0,nan,nan,4.0,15.666666666666666,18.5,13.5,17.666666666666668,17.5,18.333333333333332,16.0,18.0
7.01,nan,nan,nan,nan,47.0,nan,nan,9.5,11.0,16.25,14.0,11.0,33.333333333333336,6.0,6.0,27.333333333333332
7.64,nan,nan,nan,nan,50.0,nan,nan,11.0,nan,12.0,12.666666666666666,15.0,25.666666666666668,10.666666666666666,13.0,20.0
6.88,nan,nan,nan,nan,43.0,nan,nan,14.0,18.75,13.0,20.25,15.333333333333334,23.0,15.0,9.5,14.333333333333334
5.76,nan,nan,nan,nan,32.0,nan,nan,13.333333333333334,18.25,11.0,15.5,9.75,18.0,15.0,11.0,13.666666666666666
5.92,nan,nan,nan,nan,24.0,nan,nan,4.0,17.333333333333332,14.25,20.25,7.0,10.666666666666666,10.666666666666666,nan,15.666666666666666
5.03,nan,nan,nan,nan,29.0,nan,nan,13.0,14.666666666666666,12.0,17.0,11.5,17.5,5.25,11.0,9.666666666666666
4.03,nan,nan,nan,nan,45.0,nan,nan,9.0,13.0,9.0,10.0,7.5,16.0,13.333333333333334,4.0,21.0
3.63,nan,nan,nan,nan,37.0,nan,nan,15.0,19.666666666666668,16.5,11.0,9.5,14.0,9.666666666666666,7.5,14.0
2.17,nan,nan,nan,nan,31.0,nan,nan,15.0,27.333333333333332,27.0,33.5,6.0,27.333333333333332,11.0,8.0,15.5
1.46,nan,nan,nan,nan,24.0,nan,nan,21.0,27.0,3.0,28.0,nan,37.5,19.0,18.0,nan
0.87,nan,nan,nan,nan,23.0,nan,nan,29.0,26.0,21.5,24.0,18.5,27.0,nan,5.0,29.0
1.12,nan,nan,nan,nan,21.0,nan,nan,21.5,26.666666666666668,18.5,33.0,nan,27.0,17.0,14.0,18.0
3.45,nan,nan,nan,nan,22.0,nan,nan,nan,21.0,nan,33.0,14.0,26.0,6.0,19.0,30.333333333333332
4.01,nan,nan,nan,nan,29.0,nan,nan,20.0,34.0,22.0,45.0,nan,nan,6.0,21.0,nan
2.96,nan,nan,nan,nan,27.0,nan,nan,nan,28.0,nan,53.0,nan,nan,nan,15.0,nan
3.52,nan,nan,nan,nan,26.0,nan,nan,nan,36.0,nan,40.0,17.0,nan,nan,nan,nan
3.94,nan,nan,nan,nan,33.0,nan,nan,nan,27.0,nan,28.0,15.0,nan,nan,23.0,26.0
4.45,nan,nan,nan,nan,34.0,nan,nan,nan,19.0,17.0,20.5,nan,25.5,19.0,nan,19.0
4.93,nan,nan,nan,nan,44.0,nan,nan,1.0,16.0,18.5,14.5,15.0,23.0,nan,20.0,8.666666666666666
6.06,nan,nan,nan,nan,47.0,nan,nan,4.0,8.0,11.666666666666666,11.666666666666666,14.0,21.0,17.0,11.0,18.0
3.82,nan,nan,nan,nan,18.0,nan,nan,8.666666666666666,14.0,15.25,14.5,13.666666666666666,20.333333333333332,16.5,15.0,11.666666666666666
4.5,nan,nan,nan,nan,35.0,nan,nan,12.0,10.5,17.0,19.75,12.0,23.0,19.5,14.0,21.0
4.5,nan,nan,nan,nan,22.0,nan,nan,17.5,16.5,12.0,12.25,12.5,17.0,10.75,nan,15.5
4.24,nan,nan,nan,nan,20.0,nan,nan,14.0,10.0,17.0,16.333333333333332,11.0,16.5,19.333333333333332,nan,23.0
4.85,nan,nan,nan,nan,23.0,nan,nan,6.0,21.0,17.5,11.0,12.5,21.5,9.0,nan,14.0
5.08,nan,nan,nan,nan,21.0,nan,nan,11.5,13.0,21.666666666666668,13.0,14.666666666666666,23.0,nan,12.0,15.0
4.32,nan,nan,nan,nan,27.0,nan,nan,13.0,13.75,19.5,12.0,13.5,20.0,4.0,18.5,19.666666666666668
5.38,nan,nan,nan,nan,27.0,nan,nan,9.0,19.5,12.5,11.0,11.0,20.5,5.333333333333333,11.0,34.0
4.81,nan,nan,nan,nan,26.0,nan,nan,13.0,23.0,13.25,14.0,13.75,21.5,10.666666666666666,9.0,10.0
4.62,nan,nan,nan,nan,25.0,nan,nan,7.0,11.0,14.25,23.0,13.666666666666666,22.333333333333332,17.5,7.0,15.0
5.97,nan,nan,nan,nan,28.0,nan,nan,7.0,15.666666666666666,16.5,15.25,13.333333333333334,21.333333333333332,9.333333333333334,17.0,21.0
6.1,nan,nan,nan,nan,31.0,nan,nan,14.0,16.333333333333332,15.75,11.75,5.0,23.0,9.333333333333334,12.0,27.0
5.35,nan,nan,nan,nan,35.0,nan,nan,nan,23.0,24.5,13.25,8.0,24.0,10.5,17.333333333333332,nan
3.55,nan,nan,nan,nan,29.0,nan,nan,nan,24.5,15.0,27.0,nan,26.75,nan,23.0,22.0
3.74,nan,nan,nan,nan,25.0,nan,nan,19.0,28.0,21.666666666666668,36.0,10.0,34.0,12.0,nan,26.0
3.27,nan,nan,nan,nan,24.0,nan,nan,nan,22.75,21.5,29.5,22.5,30.0,4.0,17.0,23.5
3.11,nan,nan,nan,nan,24.0,nan,nan,23.0,32.0,29.0,31.0,nan,27.5,9.5,11.0,29.0
2.78,nan,nan,nan,nan,17.0,nan,nan,nan,40.5,42.0,65.0,32.0,25.5,nan,nan,nan
2.06,nan,nan,nan,nan,16.0,nan,nan,nan,40.5,36.5,30.666666666666668,nan,29.0,32.0,nan,42.0
1.82,nan,nan,nan,nan,13.0,nan,nan,nan,27.0,nan,6.0,nan,26.0,nan,nan,nan
1.91,nan,nan,nan,nan,14.0,nan,nan,nan,8.0,nan,nan,nan,nan,nan,nan,nan
2.41,nan,nan,nan,nan,18.0,nan,nan,nan,18.5,14.0,18.666666666666668,nan,25.666666666666668,19.0,nan,22.0
3.52,nan,nan,nan,nan,25.0,nan,nan,20.666666666666668,9.25,22.0,18.25,12.5,26.666666666666668,18.5,15.0,13.0
2.96,nan,nan,nan,nan,31.0,nan,nan,14.333333333333334,6.0,9.75,14.5,9.666666666666666,22.666666666666668,nan,14.0,14.5
3.21,nan,nan,nan,nan,43.0,nan,nan,8.0,17.25,16.5,18.75,21.0,17.75,16.0,14.5,13.333333333333334
5.4,nan,nan,nan,nan,33.0,nan,nan,7.0,14.666666666666666,21.666666666666668,16.333333333333332,11.0,23.333333333333332,8.0,12.5,27.5
4.55,nan,nan,nan,nan,30.0,nan,nan,10.333333333333334,14.666666666666666,12.75,12.75,14.0,22.75,13.0,10.0,9.5
4.61,nan,nan,nan,nan,25.0,nan,nan,21.5,8.0,10.333333333333334,10.0,12.5,11.75,7.333333333333333,10.0,19.5
4.71,nan,nan,nan,nan,22.0,nan,nan,15.666666666666666,20.666666666666668,21.333333333333332,17.0,12.0,21.666666666666668,13.0,nan,17.5
4.99,nan,nan,nan,nan,28.0,nan,nan,11.0,18.5,24.5,10.5,nan,25.666666666666668,10.0,18.0,13.0
4.45,nan,nan,nan,nan,34.0,nan,nan,16.0,17.666666666666668,23.25,15.75,10.0,21.0,14.0,14.0,23.0
3.98,nan,nan,nan,nan,32.0,nan,nan,6.5,18.5,19.0,17.75,11.0,22.75,6.333333333333333,11.0,14.0
4.48,nan,nan,nan,nan,26.0,nan,nan,9.0,9.0,12.5,12.5,9.0,20.0,6.666666666666667,13.5,16.0
4.84,nan,nan,nan,nan,31.0,nan,nan,5.0,13.0,13.0,5.333333333333333,9.0,29.5,8.5,4.0,8.0
4.49,nan,nan,nan,nan,32.0,nan,nan,6.75,14.666666666666666,13.0,13.0,9.0,13.666666666666666,7.0,11.5,12.333333333333334
4.42,nan,nan,nan,nan,28.0,nan,nan,9.0,24.666666666666668,14.5,14.0,nan,26.25,10.0,11.0,24.5
3.88,nan,nan,nan,nan,28.0,nan,nan,nan,24.5,20.0,31.5,11.0,29.333333333333332,11.0,14.0,15.666666666666666
3.15,nan,nan,nan,nan,30.0,nan,nan,15.0,28.666666666666668,15.666666666666666,23.75,14.0,30.666666666666668,18.5,7.0,35.0
3.12,nan,nan,nan,nan,26.0,nan,nan,nan,32.0,18.666666666666668,34.0,16.0,24.0,10.0,nan,32.0
2.75,nan,nan,nan,nan,27.0,nan,nan,20.333333333333332,29.25,13.0,28.5,18.0,28.0,21.0,nan,28.666666666666668
2.3,nan,nan,nan,nan,21.0,nan,nan,nan,4.0,12.0,55.0,nan,31.0,nan,13.0,nan
2.05,nan,nan,nan,nan,21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0
1.91,nan,nan,nan,nan,19.0,nan,nan,nan,30.0,nan,42.0,nan,30.0,nan,nan,31.0
1.91,nan,nan,nan,nan,22.0,nan,nan,nan,nan,25.0,30.0,nan,nan,nan,nan,nan
2.14,nan,nan,nan,nan,21.0,nan,nan,nan,42.0,nan,nan,23.0,nan,nan,nan,nan
2.36,nan,nan,nan,nan,23.0,nan,nan,nan,18.5,nan,nan,nan,20.0,18.0,19.0,14.0
3.4,nan,nan,nan,nan,25.0,nan,nan,18.0,20.5,12.666666666666666,16.0,11.0,18.666666666666668,10.0,16.5,23.25
4.53,nan,nan,nan,nan,27.0,nan,nan,nan,9.0,15.0,10.0,14.5,25.0,18.0,nan,20.5
6.01,nan,nan,nan,nan,29.0,nan,nan,15.5,7.0,18.0,18.666666666666668,14.0,23.25,15.5,nan,11.0
6.71,nan,nan,nan,nan,43.0,nan,nan,4.0,5.25,13.0,10.75,4.0,20.0,14.0,8.0,10.5
7.34,nan,nan,nan,nan,65.0,nan,nan,7.0,8.0,17.666666666666668,14.25,9.666666666666666,22.0,14.0,nan,12.0
5.9,nan,nan,nan,nan,55.0,nan,nan,7.0,9.666666666666666,16.75,13.25,10.5,17.5,8.0,12.0,15.5
5.24,nan,nan,nan,nan,32.0,nan,nan,13.0,10.0,19.666666666666668,12.5,7.5,18.0,7.333333333333333,17.0,17.666666666666668
5.62,nan,nan,nan,nan,29.0,nan,nan,nan,7.333333333333333,17.0,17.333333333333332,14.5,18.333333333333332,10.0,15.0,11.0
5.3,nan,nan,nan,nan,36.0,nan,nan,15.0,5.0,20.0,16.5,14.5,20.0,11.0,nan,20.0
5.34,nan,nan,nan,nan,40.0,nan,nan,6.0,15.666666666666666,10.666666666666666,18.0,11.5,18.333333333333332,14.0,8.5,20.5
6.16,nan,nan,nan,nan,41.0,nan,nan,10.25,24.0,16.0,15.0,2.0,20.75,12.0,18.0,9.0
7.75,nan,nan,nan,nan,55.0,nan,nan,14.5,11.25,15.333333333333334,14.333333333333334,9.5,18.25,10.5,9.0,16.0
9.06,nan,nan,nan,nan,58.0,nan,nan,10.666666666666666,15.75,15.5,9.75,8.666666666666666,20.5,7.75,12.0,17.333333333333332
12.88,nan,nan,nan,nan,63.0,nan,nan,15.0,18.75,16.25,16.5,9.5,19.75,15.5,10.5,24.0
10.04,nan,nan,nan,nan,93.0,nan,nan,21.0,17.25,22.666666666666668,16.0,17.0,21.75,10.0,10.0,27.0
13.38,nan,nan,nan,nan,97.0,nan,nan,24.0,23.25,18.333333333333332,16.5,21.0,26.0,9.0,nan,28.5
12.5,nan,nan,nan,nan,98.0,nan,nan,24.0,28.666666666666668,19.666666666666668,30.666666666666668,19.5,20.0,nan,12.0,20.0
9.75,nan,nan,nan,nan,90.0,nan,nan,18.5,24.75,22.0,27.5,nan,26.5,13.333333333333334,15.0,31.75
9.56,nan,nan,nan,nan,69.0,nan,nan,nan,31.0,22.333333333333332,28.0,nan,33.333333333333336,nan,24.5,26.0
7.42,nan,nan,nan,nan,69.0,nan,nan,nan,22.0,42.0,20.0,29.0,30.666666666666668,nan,nan,26.0
5.53,nan,nan,nan,nan,53.0,nan,nan,22.0,38.0,nan,45.0,15.0,nan,nan,nan,34.0
4.82,nan,nan,nan,nan,45.0,nan,nan,nan,26.0,26.0,31.0,nan,nan,nan,nan,nan
4.4,nan,nan,nan,nan,33.0,nan,nan,nan,nan,nan,33.0,nan,nan,24.0,32.0,nan
4.82,nan,nan,nan,nan,41.0,nan,nan,25.0,23.0,10.0,35.333333333333336,nan,31.0,nan,nan,24.5
5.66,nan,nan,nan,nan,45.0,nan,nan,nan,15.75,10.0,37.0,nan,32.0,21.0,15.0,25.0
5.93,nan,nan,nan,nan,48.0,nan,nan,14.0,27.0,nan,32.0,19.0,27.0,nan,13.0,10.0
3.7,nan,nan,nan,nan,39.0,nan,nan,3.0,15.25,21.333333333333332,29.333333333333332,20.5,33.0,nan,nan,30.666666666666668
3.75,nan,nan,nan,nan,32.0,nan,nan,nan,17.0,19.0,27.5,10.0,34.5,14.0,nan,19.25
4.43,nan,nan,nan,nan,29.0,nan,nan,9.0,11.0,13.75,14.666666666666666,5.0,20.0,14.5,13.0,25.666666666666668
